name_of_project,title_of_press_release,telegram_1,telegram_1_name,telegram_1_is_group,tg admin 1 name,tg admin 1 username,tg admin 1 contact url,tg admin 1 status,tg admin 2 name,tg admin 2 username,tg admin 2 contact url,tg admin 2 status,tg admin 3 name,tg admin 3 username,tg admin 3 contact url,tg admin 3 status,tg admin 4 name,tg admin 4 username,tg admin 4 contact url,tg admin 4 status,tg admin 5 name,tg admin 5 username,tg admin 5 contact url,tg admin 5 status,tg admin 6 name,tg admin 6 username,tg admin 6 contact url,tg admin 6 status,tg admin 7 name,tg admin 7 username,tg admin 7 contact url,tg admin 7 status,tg admin 8 name,tg admin 8 username,tg admin 8 contact url,tg admin 8 status,tg admin 9 name,tg admin 9 username,tg admin 9 contact url,tg admin 9 status,tg admin 10 name,tg admin 10 username,tg admin 10 contact url,tg admin 10 status,tg admin 11 name,tg admin 11 username,tg admin 11 contact url,tg admin 11 status,tg admin 12 name,tg admin 12 username,tg admin 12 contact url,tg admin 12 status,tg admin 13 name,tg admin 13 username,tg admin 13 contact url,tg admin 13 status,tg admin 14 name,tg admin 14 username,tg admin 14 contact url,tg admin 14 status,tg admin 15 name,tg admin 15 username,tg admin 15 contact url,tg admin 15 status,tg admin 16 name,tg admin 16 username,tg admin 16 contact url,tg admin 16 status,tg admin 17 name,tg admin 17 username,tg admin 17 contact url,tg admin 17 status,tg admin 18 name,tg admin 18 username,tg admin 18 contact url,tg admin 18 status,tg admin 19 name,tg admin 19 username,tg admin 19 contact url,tg admin 19 status,tg admin 20 name,tg admin 20 username,tg admin 20 contact url,tg admin 20 status,tg admin 21 name,tg admin 21 username,tg admin 21 contact url,tg admin 21 status,tg admin 22 name,tg admin 22 username,tg admin 22 contact url,tg admin 22 status,tg admin 23 name,tg admin 23 username,tg admin 23 contact url,tg admin 23 status,tg admin 24 name,tg admin 24 username,tg admin 24 contact url,tg admin 24 status,tg admin 25 name,tg admin 25 username,tg admin 25 contact url,tg admin 25 status,tg admin 26 name,tg admin 26 username,tg admin 26 contact url,tg admin 26 status,tg admin 27 name,tg admin 27 username,tg admin 27 contact url,tg admin 27 status,tg admin 28 name,tg admin 28 username,tg admin 28 contact url,tg admin 28 status,tg admin 29 name,tg admin 29 username,tg admin 29 contact url,tg admin 29 status,tg admin 30 name,tg admin 30 username,tg admin 30 contact url,tg admin 30 status,tg admin 31 name,tg admin 31 username,tg admin 31 contact url,tg admin 31 status,tg admin 32 name,tg admin 32 username,tg admin 32 contact url,tg admin 32 status,tg admin 33 name,tg admin 33 username,tg admin 33 contact url,tg admin 33 status,tg admin 34 name,tg admin 34 username,tg admin 34 contact url,tg admin 34 status,tg admin 35 name,tg admin 35 username,tg admin 35 contact url,tg admin 35 status,tg admin 36 name,tg admin 36 username,tg admin 36 contact url,tg admin 36 status,tg admin 37 name,tg admin 37 username,tg admin 37 contact url,tg admin 37 status,tg admin 38 name,tg admin 38 username,tg admin 38 contact url,tg admin 38 status
Bitcoinist,Quantum Computing to Be Shared with the World Through Cloud Technology Thanks to Qilimanjaro,https://t.me/qilimanjaro,This account is no longer valid,True,Francisco,zurita91,https://t.me/zurita91,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,Sophistication and Simplicity on the Four-in-One CGCX Cryptocurrency Exchange Platform,https://t.me/cgcxio,CGCX Official Group,True,Don Asok,donkasok,https://t.me/donkasok,UserStatusRecently(),James Paul,Iamjamespaul,https://t.me/Iamjamespaul,UserStatusRecently(),Nabilah Yazid,Nabilahyazid,https://t.me/Nabilahyazid,UserStatusRecently(),Subbu,svempati,https://t.me/svempati,UserStatusRecently(),Anandh Swami,Anandh_Swami,https://t.me/Anandh_Swami,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,Kepler Technologies - Highest Rated ICO About to Start Pre-Sale,https://t.me/KeplerTechnologies,Kepler Technologies Announcements,True,Eric,Erchh,https://t.me/Erchh,UserStatusRecently(),Irakli Eliashvili,Iraklielias,https://t.me/Iraklielias,UserStatusLastWeek(),JB,JabaKoma,https://t.me/JabaKoma,UserStatusRecently(),Givi Dolidze,gdol1987,https://t.me/gdol1987,,Vano Tvauri,vanichka15,https://t.me/vanichka15,,Mariam,marishuuu,https://t.me/marishuuu,UserStatusLastMonth(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,"Blockchain Studios Debuts CryptoCarz, Collectible Racing Cars for VR Gaming, at Consensus 2018",https://t.me/cryptocarz,Cryptocarz,True,NoMatter,nomatter33,https://t.me/nomatter33,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,TomoChain (TOMO) Gets Listed on KuCoin!,https://t.me/Kucoin_Exchange,KuCoin Exchange,True,Thekzar,TheKzar,https://t.me/TheKzar,UserStatusRecently(),CryptoT,CryptoCT1,https://t.me/CryptoCT1,UserStatusRecently(),The Unknown.,Giants1234,https://t.me/Giants1234,UserStatusRecently(),Rohit D.,dhyani_rohit,https://t.me/dhyani_rohit,UserStatusRecently(),Law J.,Lj1989,https://t.me/Lj1989,UserStatusRecently(),Tomi,Steffqing,https://t.me/Steffqing,UserStatusRecently(),Olivier KuCoin,Swifty80,https://t.me/Swifty80,UserStatusRecently(),Edward,hester_edward,https://t.me/hester_edward,UserStatusRecently(),KuCoin Emilia,KuCoin_CS_Support_Emilia,https://t.me/KuCoin_CS_Support_Emilia,UserStatusRecently(),Alicia KuCoin,KucoinAlicia,https://t.me/KucoinAlicia,UserStatusRecently(),Neilton,Neiylton,https://t.me/Neiylton,UserStatusRecently(),Akainu,SakazukiAkainu,https://t.me/SakazukiAkainu,UserStatusRecently(),Luis KuKs,Carlos_morgado,https://t.me/Carlos_morgado,UserStatusRecently(),KuCoin Futures Helper,KuCoin_Futures_Helper,https://t.me/KuCoin_Futures_Helper,,Abby - KuCoin Futures Admin-Not Support,kucoin_futures_official,https://t.me/kucoin_futures_official,UserStatusRecently(),Pavel,pavelvr84,https://t.me/pavelvr84,UserStatusRecently(),Leon,Leoon1125,https://t.me/Leoon1125,UserStatusRecently(),Alicia KuCoin,aliciakao,https://t.me/aliciakao,UserStatusLastMonth(),KuCoin Nancy,KuCoinNancy,https://t.me/KuCoinNancy,UserStatusLastMonth(),Austin,CrazyAustin,https://t.me/CrazyAustin,UserStatusRecently(),Lala,BitcoinAt100K,https://t.me/BitcoinAt100K,UserStatusRecently(),Ropupela,Ropupela,https://t.me/Ropupela,UserStatusRecently(),Jing,JingCheung,https://t.me/JingCheung,UserStatusRecently(),Myholding,myholding1991,https://t.me/myholding1991,UserStatusRecently(),Rheign,RheignZeus,https://t.me/RheignZeus,UserStatusRecently(),Brent,BrentJohnson,https://t.me/BrentJohnson,UserStatusRecently(),Gabriella,GabMoorman,https://t.me/GabMoorman,UserStatusRecently(),Ellen,EllenFletcher,https://t.me/EllenFletcher,UserStatusRecently(),Melanie,MelanieWhite,https://t.me/MelanieWhite,UserStatusRecently(),Alex,AlexJenner,https://t.me/AlexJenner,UserStatusLastWeek(),Steph,StephBurwell,https://t.me/StephBurwell,UserStatusRecently(),Conor,ConorKlasson,https://t.me/ConorKlasson,UserStatusRecently(),Johnny Lyu,johnlkj,https://t.me/johnlkj,UserStatusRecently(),Steve,SteveBaillie,https://t.me/SteveBaillie,UserStatusRecently(),Lucas,Lucas_Berg,https://t.me/Lucas_Berg,UserStatusRecently(),Leon _,TiTaNFPV,https://t.me/TiTaNFPV,UserStatusRecently(),Kent Li,kc_kent,https://t.me/kc_kent,UserStatusLastWeek(),Michael,purekid,https://t.me/purekid,UserStatusRecently()
Bitcoinist,Play2Live Develops Its Own Blockchain Called Level Up Chain,https://t.me/play2live,Play2Live - Official Group,True,Alex Thor,Snipermanx,https://t.me/Snipermanx,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,Skrumble Network Crowdfunding Sells Out in 1 Hour With the Help of LEEKICO and Announces First Exchange Listing,https://t.me/skrumble,SKM Global-Skrumble Network Chat,True,Rob,thebigrob,https://t.me/thebigrob,UserStatusRecently(),Paul,Pau97,https://t.me/Pau97,UserStatusRecently(),Serge | No DM ⛔,chowu,https://t.me/chowu,UserStatusRecently(),Koimat,Koimatke,https://t.me/Koimatke,UserStatusLastMonth(),JL,levjean,https://t.me/levjean,UserStatusRecently(),Nacho | JGN 🦁,nachollanillo,https://t.me/nachollanillo,UserStatusRecently(),Eric Lifson,EricLifson,https://t.me/EricLifson,UserStatusRecently(),Christine G,christineguo,https://t.me/christineguo,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,Optitoken adds former iShares and BlackRock Consultant to Team and Solidifies Rank As Top ICO of 2018 Candidate,https://t.me/optitoken,OptiToken.io,True,Sean - OPTI 🦩,yonatooo,https://t.me/yonatooo,UserStatusRecently(),Michael Amazes Services 🇵🇭,amazesco,https://t.me/amazesco,UserStatusRecently(),My Name,Freshmindoff,https://t.me/Freshmindoff,UserStatusRecently(),Brent,bitcoin_brent,https://t.me/bitcoin_brent,,Vlad Dom2,MrDom2,https://t.me/MrDom2,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,PChain - the Best Thing to Happen to Crypto in 2018?,https://t.me/pchain_org,Plian Official,True,So11rek,Crypton1k,https://t.me/Crypton1k,UserStatusRecently(),Nicolas @ Grayblock,Grayblock,https://t.me/Grayblock,UserStatusRecently(),Davies,clyde1206,https://t.me/clyde1206,UserStatusRecently(),Clement_S,cmnt18,https://t.me/cmnt18,UserStatusRecently(),Yuan,Emilyyuan,https://t.me/Emilyyuan,UserStatusRecently(),Bertrand | Bernode,bernode,https://t.me/bernode,UserStatusRecently(),C ci,sofia_cc,https://t.me/sofia_cc,UserStatusLastMonth(),Malek,Malekcap,https://t.me/Malekcap,UserStatusRecently(),Derin 🇳🇱,ProfessorCrypto1001,https://t.me/ProfessorCrypto1001,UserStatusRecently(),Ilya Sc,IlyaSc777,https://t.me/IlyaSc777,UserStatusRecently(),D,abc_DARRYL,https://t.me/abc_DARRYL,UserStatusRecently(),Pakyu🦄 (No DM’s),sanjinsantu,https://t.me/sanjinsantu,UserStatusRecently(),jeff cao,JeffCao,https://t.me/JeffCao,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,The ICST Story: Pioneering Content Sharing on the Blockchain Network,https://t.me/icst_official,ICST Official,True,Aniket Jindal,aniketjindal,https://t.me/aniketjindal,UserStatusRecently(),Kumar,michaelisyou,https://t.me/michaelisyou,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,Decoin: What Makes It the Next Big Thing?,https://t.me/xDECOIN,DECOIN (DTEP),True,Adan_Kirobo (Kirobo Team leader),Adan_k,https://t.me/Adan_k,UserStatusRecently(),Wiredideas,wiredideas,https://t.me/wiredideas,UserStatusRecently(),Eric,Erchh,https://t.me/Erchh,UserStatusRecently(),Zomo 主にあって 喜びなさい.,Zomorylshe,https://t.me/Zomorylshe,UserStatusRecently(),T.b,Talb123,https://t.me/Talb123,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,Horizon Launches Public Pre-Sale with 60% Bonus,https://t.me/HorizonCommICO,Horizon Public Announcements & Discussions,True,BrianBNCbrain,Brianbtcbrain,https://t.me/Brianbtcbrain,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,PROPY UNVEILS PRODUCT ROADMAP UPDATE,https://t.me/propy,Propy | Official Channel,True,Crypto Steve Urkel,CryptoSteveUrkel,https://t.me/CryptoSteveUrkel,UserStatusRecently(),Adelin,aaleksiev,https://t.me/aaleksiev,UserStatusRecently(),Mets,Mets432,https://t.me/Mets432,UserStatusRecently(),Gwyneth Iredale,gwynethi,https://t.me/gwynethi,UserStatusRecently(),Piper Moretti,cryptorealtygroup,https://t.me/cryptorealtygroup,UserStatusRecently(),Edward,EdwrdMss,https://t.me/EdwrdMss,UserStatusRecently(),D.,VoyageGB,https://t.me/VoyageGB,UserStatusRecently(),Nedyalko Vatev,NVatev,https://t.me/NVatev,UserStatusRecently(),Denitza Tyufekchieva,Denitza,https://t.me/Denitza,UserStatusRecently(),Natalia Kara | Propy 🏠,Propy8,https://t.me/Propy8,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,Viola.AI Introduces REL-Registry - the World’s First Global Relationship Registry on the Blockchain,https://t.me/ViolaAI,Viola.AI - COMMUNITY,True,Paul Bultman,PaulBultman,https://t.me/PaulBultman,UserStatusRecently(),MOHAMMAD ABU-EL-IZZ,Kaizen1963,https://t.me/Kaizen1963,UserStatusRecently(),Jay Paul,KryptoJay,https://t.me/KryptoJay,UserStatusRecently(),Martti Dumangeng,TramKeith,https://t.me/TramKeith,UserStatusLastMonth(),Jamie Lee,JamieLee,https://t.me/JamieLee,UserStatusRecently(),Violet Lim 💜,VioletLim,https://t.me/VioletLim,UserStatusLastMonth(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,BFEX: Empowering the World with a Better Financial Identity by Shankar Biswas,https://t.me/BfexOfficial,BFEX Official,True,KalEl🚀🚀,Patiphan89,https://t.me/Patiphan89,UserStatusRecently(),Daniel Jaeger,daniel_jaeger,https://t.me/daniel_jaeger,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,Paytomat Joins NEM As An Enterprise Member to Expedite Crypto Payments in Real Life,https://t.me/paytomat,Paytomat,True,Yurii,yurdbna,https://t.me/yurdbna,UserStatusRecently(),ЛИКА,LIKA_VEL,https://t.me/LIKA_VEL,UserStatusRecently(),Alex,Nelebyl,https://t.me/Nelebyl,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,Whalesburg Effect: Mining Platform Causes Stir in Crypto Community,https://t.me/whalesburg,Whalesburg,True,Alexander Salomatov,elvismusli,https://t.me/elvismusli,UserStatusRecently(),Nick B,nekeat,https://t.me/nekeat,UserStatusRecently(),Eugene Kitkin,kitkin,https://t.me/kitkin,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,Decoin - a Profit Sharing Cryptocurrency Was Launched,https://t.me/xDECOIN,DECOIN (DTEP),True,Adan_Kirobo (Kirobo Team leader),Adan_k,https://t.me/Adan_k,UserStatusRecently(),Wiredideas,wiredideas,https://t.me/wiredideas,UserStatusRecently(),Eric,Erchh,https://t.me/Erchh,UserStatusRecently(),Zomo 主にあって 喜びなさい.,Zomorylshe,https://t.me/Zomorylshe,UserStatusRecently(),T.b,Talb123,https://t.me/Talb123,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,Unibright Announces Their ICO Softcap of 2.2 Million USD Has Been Exceeded During Presale,https://t.me/Unibright_IO,Unibright Official Community,True,A5,StayStrong80,https://t.me/StayStrong80,UserStatusRecently(),Stefan Schmidt - CTO unibright.io,stefschmidt,https://t.me/stefschmidt,UserStatusRecently(),Dan,DanCryptoMan,https://t.me/DanCryptoMan,UserStatusRecently(),Jack,sjaaaakster,https://t.me/sjaaaakster,UserStatusRecently(),Ruud,Ruudhuisman,https://t.me/Ruudhuisman,UserStatusRecently(),Marten | Unibright.io,martenjung,https://t.me/martenjung,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,SophiaTX Named Blockchain Company of the Year,https://t.me/sophia_TX_com,SophiaTX,True,Ari,OhThatYoGirl,https://t.me/OhThatYoGirl,UserStatusRecently(),Kagebunshino,darenzd22,https://t.me/darenzd22,UserStatusRecently(),Domingo González,DomingoX6,https://t.me/DomingoX6,UserStatusRecently(),Marian HIRES,m_hires,https://t.me/m_hires,UserStatusRecently(),Jaroslav Kacina,jkacina,https://t.me/jkacina,UserStatusRecently(),Matej Michalko,garij,https://t.me/garij,UserStatusRecently(),Veronika,pilzik,https://t.me/pilzik,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,Viewers Can Now Earn VERA Cryptocurrency For Watching Videos On Verasity,https://t.me/verasitychat,Verasity (Inactive),True,Morin,upitomer,https://t.me/upitomer,UserStatusRecently(),Dotun Wilfred {Won't DM You Nor Ask For Deposit},Dotunwilfred4,https://t.me/Dotunwilfred4,UserStatusRecently(),Zomo 主にあって 喜びなさい.,Zomorylshe,https://t.me/Zomorylshe,UserStatusRecently(),John,JohnnyMurphy,https://t.me/JohnnyMurphy,UserStatusRecently(),Diego Santos,ghklr,https://t.me/ghklr,UserStatusRecently(),Omer | ExtraWatts,TokenSuiteOmer,https://t.me/TokenSuiteOmer,UserStatusRecently(),Alpago,tokensuitealpago,https://t.me/tokensuitealpago,UserStatusRecently(),Paul,valoisde,https://t.me/valoisde,UserStatusRecently(),R Keogh,bobrobkeogh,https://t.me/bobrobkeogh,UserStatusRecently(),BadWolf - ADMlNS will not message first,OG_BadWolf,https://t.me/OG_BadWolf,UserStatusRecently(),R J Mark,RJMark,https://t.me/RJMark,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,OptiToken.io ICO Officially Open - Pegs Your Crypto Prices to ETH €385 and BTC €6480,https://t.me/OptiToken,OptiToken.io,True,Sean - OPTI 🦩,yonatooo,https://t.me/yonatooo,UserStatusRecently(),Michael Amazes Services 🇵🇭,amazesco,https://t.me/amazesco,UserStatusRecently(),My Name,Freshmindoff,https://t.me/Freshmindoff,UserStatusRecently(),Brent,bitcoin_brent,https://t.me/bitcoin_brent,,Vlad Dom2,MrDom2,https://t.me/MrDom2,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,"Roger Ver, Founder of Bitcoin.Com, and COO, Mate Tokay, Join MoneyToken Advisory Board",https://t.me/moneytoken,MoneyToken.Com,True,Kim [ADM] | MoneyToken Community Manager,Kim_MT,https://t.me/Kim_MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,Final Call to Board the CoinMetro ICO - the Future Fintech Platform for Blockchain,https://t.me/CoinMetro,CoinMetro,True,Will,Coinmetro_Will,https://t.me/Coinmetro_Will,UserStatusRecently(),Adil,adil_coinmetro,https://t.me/adil_coinmetro,UserStatusRecently(),Pamela,Pamela_coinmetro,https://t.me/Pamela_coinmetro,UserStatusRecently(),William,william_coinmetro,https://t.me/william_coinmetro,UserStatusRecently(),Regina,Coinmetro_Regina,https://t.me/Coinmetro_Regina,UserStatusRecently(),Babek,babek_coinmetro,https://t.me/babek_coinmetro,UserStatusRecently(),Denisse,denisse_coinmetro,https://t.me/denisse_coinmetro,UserStatusRecently(),Maris,Maris_CoinMetro,https://t.me/Maris_CoinMetro,UserStatusRecently(),Michael @ CoinMetro,Michael_CoinMetro,https://t.me/Michael_CoinMetro,UserStatusRecently(),Oliver G,Coinmetro_Oliver,https://t.me/Coinmetro_Oliver,UserStatusRecently(),Stephen C,stech22,https://t.me/stech22,UserStatusRecently(),Evan Griffin,Evan_CoinMetro,https://t.me/Evan_CoinMetro,UserStatusRecently(),Kevin Murcko,kevinmurcko,https://t.me/kevinmurcko,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,Legendary Bitcoin Advocate Charlie Shrem Now Advisor of Eligma,https://t.me/eligma,GoCrypto & Elly wallet by Eligma,True,Žan Poglajen,MrPugi,https://t.me/MrPugi,UserStatusRecently(),Jerneja F,JernejaF,https://t.me/JernejaF,UserStatusRecently(),MajaL.,MajaLaz,https://t.me/MajaLaz,UserStatusRecently(),Matevž Caserman,MatevzCaserman,https://t.me/MatevzCaserman,UserStatusRecently(),Luka Planinc,LukaPlaninc,https://t.me/LukaPlaninc,UserStatusRecently(),A R,AjRe75,https://t.me/AjRe75,UserStatusRecently(),ElevatorMan,DejanRoljic,https://t.me/DejanRoljic,UserStatusRecently(),Mitja Hegler,MitjaHegler,https://t.me/MitjaHegler,UserStatusRecently(),Timotej Polach,TimotejPolach,https://t.me/TimotejPolach,UserStatusRecently(),Urska Celig,UrskaCelig,https://t.me/UrskaCelig,UserStatusRecently(),Nejc L,nejcl,https://t.me/nejcl,UserStatusRecently(),Ziga Toni,ZigaToni,https://t.me/ZigaToni,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,TokenGen - The Ultimate Smart Contract Creator for the Token Economy,https://t.me/fabric_token,(split off) The Fabric Token Ecosystem ((still) unofficial),True,Musheer,MusheerMusa,https://t.me/MusheerMusa,UserStatusLastWeek(),Faizan Shaikh,Faizan_DIAM,https://t.me/Faizan_DIAM,UserStatusLastMonth(),Giray,girayeser,https://t.me/girayeser,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,VR Casino OKO - New VR Technology’s Project,https://t.me/okoinico,OKOIN.io — ENG,True,Andrei Alekseev,AndrePRNSTR,https://t.me/AndrePRNSTR,UserStatusRecently(),Dmitry,DmitryOr,https://t.me/DmitryOr,UserStatusRecently(),Roman,SolisRap,https://t.me/SolisRap,UserStatusRecently(),Ivan Solomin ☑️,s0lomin,https://t.me/s0lomin,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,New ICO Prepares to Disrupt Banking Industry With Inclusive Mobile Payment Solutions For The Unbanked,https://t.me/destoplanet,Desto Official Community (EN),True,Rifa,Rieefha,https://t.me/Rieefha,UserStatusRecently(),Mark Ricardo,MarkRicardo,https://t.me/MarkRicardo,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
